OrganisationID,OrganisationCode,OrganisationType,SubType,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude
43652,RY2,Trust,Health & Care and Ambulance,Visible,TRUE,Bridgewater Community Healthcare NHS Foundation Trust,Headquarters - Bevan House,17 Beecham Court,Smithy Brook Road,Wigan,Lancashire,WN3 6PR,53.52889633,-2.658216715
43653,RY3,Trust,Health & Care and Ambulance,Visible,TRUE,Norfolk Community Health and Care NHS Trust,Woodlands House,Norwich Community Hospital,Bowthorpe Road,Norwich,Norfolk,NR2 3TU,52.63375092,1.262380838
43664,RY4,Trust,Health & Care and Ambulance,Visible,TRUE,Hertfordshire Community NHS Trust,Unit 1a,,,,,,,
43665,RY5,Trust,Health & Care and Ambulance,Visible,TRUE,Lincolnshire Community Health Services NHS Trust,Beech House,Witham Park,Waterside South,Lincoln,Lincolnshire,LN5 7JH,53.22648621,-0.524134159
43670,RY6,Trust,Health & Care and Ambulance,Visible,TRUE,Leeds Community Healthcare NHS Trust,Stockdale House,8 Victoria Road,,Leeds,West Yorkshire,LS6 1PF,53.81489944,-1.56833744
43671,RY7,Trust,Health & Care and Ambulance,Visible,TRUE,Wirral Community NHS Trust,Old Market House,Hamilton Street,,Birkenhead,,CH41 5AL,53.39091492,-3.016372204
43672,RY8,Trust,Health & Care and Ambulance,Visible,TRUE,Derbyshire Community Health Services NHS Foundation Trust,Newholme Hospital,Baslow Road,,Bakewell,Derbyshire,DE45 1AD,53.21874237,-1.672385573
43685,RY9,Trust,Health & Care and Ambulance,Visible,TRUE,Hounslow and Richmond Community Healthcare NHS Trust,Thames House (headquarters),180 - 194 High Street,,Teddington,Middlesex,TW11 8HU,51.42743301,-0.326600105
43686,RYA,Trust,Health & Care and Ambulance,Visible,TRUE,West Midlands Ambulance Service NHS Foundation Trust,Waterfront Business Park,Waterfront Way,,Brierley Hill,West Midlands,DY5 1LX,52.48581314,-2.119075537
43687,RYC,Trust,Health & Care and Ambulance,Visible,TRUE,East Of England Ambulance Service NHS Trust,Trust Headquarters,Whiting Way,,Melbourn,Cambridgeshire,SG8 6NA,52.07642746,1.43E-02
43688,RYD,Trust,Health & Care and Ambulance,Visible,TRUE,South East Coast Ambulance Service NHS Foundation Trust,,The Horseshoe,Bolters Lane,Banstead,Surrey,SM7 2AS,51.32223511,-0.208957627
43689,RYE,Trust,Health & Care and Ambulance,Visible,TRUE,South Central Ambulance Service NHS Foundation Trust,Northern House,7 - 8 Talisman Business Centre,Talisman Road,Bicester,Oxfordshire,OX26 6HR,51.89132309,-1.149973392
43690,RYF,Trust,Health & Care and Ambulance,Visible,TRUE,South Western Ambulance Service NHS Foundation Trust,Westcountry House,Abbey Court,,,,,,
43691,RYG,Trust,MentalHealth,Visible,TRUE,Coventry and Warwickshire Partnership NHS Trust,Wayside House,Wilsons Lane,,Coventry,Warwickshire,CV6 6NY,52.4571228,-1.486511707
43799,RYJ,Trust,Acute,Visible,TRUE,Imperial College Healthcare NHS Trust,St. Marys Hospital,Praed Street,,London,Greater London,W2 1NY,51.51712418,-0.174197495
43807,RYK,Trust,MentalHealth,Visible,TRUE,Dudley and Walsall Mental Health Partnership NHS Trust,Trust Headquarters,Trafalgar House,47-49 King Street,Dudley,West Midlands,DY2 8PS,52.50831604,-2.084438801
43866,RYR,Trust,Acute,Visible,TRUE,Western Sussex Hospitals NHS Foundation Trust,Worthing Hospital,Lyndhurst Road,,Worthing,West Sussex,BN11 2DH,50.8167572,-0.364307076
43872,RYV,Trust,Health & Care and Ambulance,Visible,TRUE,Cambridgeshire Community Services NHS Trust,Unit 3,Meadow lane,,St. Ives,Cambridgeshire,PE27 4LG,52.32286453,-6.71E-02
43885,RYW,Trust,Health & Care and Ambulance,Visible,TRUE,Birmingham Community Healthcare NHS Trust,Trust Headquarters,3,,,,,,
43890,RYX,Trust,Health & Care and Ambulance,Visible,TRUE,Central London Community Healthcare NHS Trust,,Central London Community Healthcare NHS Trust Head Office,7th Floor,,,,,
43892,RYY,Trust,Health & Care and Ambulance,Visible,TRUE,Kent Community Health NHS Foundation Trust,Customer Care Team,Trinity House,110-120 Upper Pemberton,Ashford,Kent,TN25 4AZ,51.17156982,0.870291471
44070,TAD,Trust,MentalHealth,Visible,TRUE,Bradford District NHS Foundation Trust,New Mill,Victoria Road,Saltaire,Shipley,West Yorkshire,BD18 3LA,53.83842087,-1.78899169
44103,TAE,Trust,MentalHealth,Visible,TRUE,Manchester Mental Health and Social Care Trust,Chorlton House,70 Manchester Road,Chorlton Cum Hardy,Manchester,Greater Manchester,M21 9UN,53.44509506,-2.278100252
44104,TAF,Trust,MentalHealth,Visible,TRUE,Camden and Islington NHS Foundation Trust,St. Pancras Hospital,4 St. Pancras Way,,London,Greater London,NW1 0PE,51.53652191,-0.131489798
44105,TAH,Trust,MentalHealth,Visible,TRUE,Sheffield Health and Social Care NHS Foundation Trust,Fulwood House,Old Fulwood Road,,Sheffield,,S10 3TH,53.36449432,-1.53746593
44185,TAJ,Trust,MentalHealth,Visible,TRUE,Black Country Partnership NHS Foundation Trust,Black Country Partnership NHS Foundation Trust,Delta Point,Greets Green Road,West Bromwich,,B70 9PL,52.51908112,-2.016845465
58423,NCE,Trust,Independent,Visible,TRUE,Mastercall Healthcare,226-232 Wellington Road South,,,Stockport,Cheshire,SK2 6NW,53.39982605,-2.155155897
58426,NCF,Trust,Independent,Visible,FALSE,Ravenscroft Healthcare Ltd,Cross Deep Surgery,4 Cross Deep,,Twickenham,Middlesex,TW1 4QP,51.44501114,-0.330174029
58457,NDK,Trust,Independent,Visible,FALSE,Yarborough Clee Care Limited,Freshney Green Primary Care Centre,Sorrel Road,,Grimsby,South Humberside,DN34 4GB,53.56442642,-0.112564303
58459,NDL,Trust,Independent,Visible,FALSE,Suffolk Gp Federation,Riverside Clinic,2 Landseer Road,,Ipswich,Suffolk,IP3 0AZ,52.04458618,1.165109634
58461,NDM,Trust,Independent,Visible,FALSE,Weldricks Pharmacy (Cash Service),Leedale House,Railway Court,,Doncaster,South Yorkshire,DN4 5FB,53.51299286,-1.132897735
58463,NDO,Trust,Independent,Visible,FALSE,Hoddesdon And Hertford Counselling Service,87 Ware Road,,,Hoddesdon,Hertfordshire,EN11 9AD,51.76901245,-1.43E-02
58506,NLV,Trust,Independent,Visible,TRUE,Nems Healthcare,484 Derby Road,,,Nottingham,Nottinghamshire,NG7 2GW,52.94762421,-1.183578134
58536,NLX,Trust,Independent,Visible,TRUE,Sirona Care & Health,St. Martins Hospital,Clara Cross Lane,,Bath,Avon,BA2 5RP,51.35816574,-2.372578144
58561,NMH,Trust,Independent,Visible,TRUE,Norwich Practices Limited,115-117 Castle Mall,,,Norwich,Norfolk,NR1 3DD,52.62661743,1.295916677
58610,NNG,Trust,Independent,Visible,FALSE,Iplato Healthcare Limited,St. Martins House,1 Lyric Square,,London,Greater London,W6 0NB,51.49339294,-0.226386741
58615,NMK,Trust,Independent,Visible,TRUE,Healthshare Ltd,Suite 9 & 17,20 Churchill Square,Kings Hill,West Malling,Kent,ME19 4YU,51.27291107,0.39490971
58686,NP5,Trust,Independent,Visible,FALSE,St Anne's,City & South Cdts,,,,,,,
58688,NP6,Trust,Independent,Visible,FALSE,Whitmore Reans Health Services Ltd,Whitmore Reans Health Centre,Lowe Street,Whitmore Reans,Wolverhampton,West Midlands,WV6 0QL,52.5957222,-2.142551661
58690,NP7,Trust,Independent,Visible,FALSE,Peninsula Urology Ltd,Dr Esther Mcclarty,Nuffield Hospital,Derriford Road,Plymouth,Devon,PL6 8BG,50.41867447,-4.114448071
58694,NP8,Trust,Independent,Visible,FALSE,Peninsula General Surgery Ltd,Nuffield Hospital,Derriford Road,,Plymouth,Devon,PL6 8BG,50.41867447,-4.114448071
58696,NP9,Trust,Independent,Visible,FALSE,Bespoke Healthcare Ltd,1A Fulwood Hall Lane,Fulwood,,Preston,Lancashire,PR2 8DA,53.7797699,-2.691608429
58699,NQ0,Trust,Independent,Visible,FALSE,Bromsgrove Healthcare Innovations Ltd,B H I Parkside,Stourbridge Road,,Bromsgrove,Worcestershire,B61 0AZ,52.33758545,-2.060174465
58714,NQJ,Trust,Independent,Visible,FALSE,Chelmsford Medical Centre,Fenton House,New London Road,,Chelmsford,Essex,CM2 0PP,51.73019028,0.471319884
58716,NQK,Trust,Independent,Visible,FALSE,Spiral Health C.I.C,Bispham Hospital,Rehabilitation Unit,Ryscar Way,Blackpool,Lancashire,FY2 0FN,53.85823059,-3.02144742
58718,NQL,Trust,MentalHealth,Visible,TRUE,Navigo,NAViGO House,3-7 Brighowgate,,Grimsby,South Humberside,DN32 0QE,53.56295395,-8.88E-02
58754,NR6,Trust,Independent,Visible,FALSE,St. Luke's Health Care,Mild Professional Homes Ltd,Bradley House,Locks Hill,Rochford,Essex,SS4 1BB,51.58066177,0.706296444
58994,NV4,Trust,Independent,Visible,FALSE,The Primary Care Collaborative Ltd,C/O Kingswood Surgery,Hollis Road,,High Wycombe,Buckinghamshire,HP13 7UN,51.63444901,-0.722850084
58995,NV5,Trust,Independent,Visible,FALSE,Molecular Imaging Solutions Ltd (Mis),Beechwood Hall,Kingsmead Road,,High Wycombe,Buckinghamshire,HP11 1JL,51.60816193,-0.704294384
59007,NVD,Trust,Independent,Visible,FALSE,Peninsula Plastic Surgery Ltd,C/O Mr Morris/Mr Fitton,The Plymouth Nuffield Hospital,Derriford Road,Plymouth,Devon,PL6 8BG,50.41867447,-4.114448071
59011,NVE,Trust,Independent,Visible,TRUE,Integrated Care 24 Ltd,Kingston House,The Long Barrow,,,,,,
59015,NVF,Trust,Independent,Visible,FALSE,Assura Blackpool Llp,Ground Floor,,,,,,,
59025,NAB,Trust,Independent,Visible,FALSE,Ecareserve Ltd,22 Choumert Grove,,,London,Greater London,SE15 4PD,51.46701813,-6.93E-02
59027,NAC,Trust,Independent,Visible,FALSE,Streatham Young Person's Clinic,Herne Hill Group Practice,74 Herne Hill,East Brixton,London,Greater London,SE24 9QP,51.45562744,-9.92E-02
59032,NAW,Trust,Independent,Visible,FALSE,Choice Lifestyles Ltd,38-39 Chatsworth Parade,Petts Wood,,Orpington,Kent,BR5 1DE,51.38976288,7.22E-02
59036,NAX,Trust,Independent,Visible,TRUE,East Coast Community Healthcare C.I.C,Beccles House,1 Common Lane North,,Beccles,Suffolk,NR34 9BN,52.46189117,1.56741035
59058,NAY,Trust,Independent,Visible,TRUE,Accelerate Health Cic,Mile End Hospital - Block 1,275 Bancroft Road,,London,,E1 4DG,51.52450562,-4.26E-02
59060,NBA,Trust,Independent,Visible,FALSE,Lifestyle Physiotherapy And Sports Injury Clinic,42 Westgate,,,Sleaford,Lincolnshire,NG34 7PN,52.99951935,-0.411837518
59062,NBB,Trust,Independent,Visible,FALSE,The Helping Hand Company,Bromyard Road,,,Ledbury,Herefordshire,HR8 1NS,52.05068588,-2.434705734
59064,NBC,Trust,Independent,Visible,FALSE,Geecol Wellness Ltd,6 Maulkin Close,,,Bury St Edmunds,Suffolk,IP32 7GG,52.24940109,0.750900745
59067,NBJ,Trust,Independent,Visible,FALSE,Haltwhistle Medical Group,Greencroft Avenue,,,Haltwhistle,Northumberland,NE49 9AP,54.97008514,-2.464809418
59069,NBK,Trust,Independent,Visible,TRUE,The Bariatric Consultancy Ltd,Suite 1 Hawley Manor,Hawley Road,Hawley,Dartford,Kent,DA1 1PX,51.42770004,0.225559279
59072,NBL,Trust,Independent,Visible,FALSE,West Parade Physiotherapy Ltd,Total Fitness,Kingsley Road,,Lincoln,Lincolnshire,LN6 3TA,53.20301056,-0.61594069
59074,NBM,Trust,Independent,Visible,FALSE,Direct Medical Imaging Ltd,32 Orchard Road,,,Lytham St. Annes,Lancashire,FY8 1PF,53.75001526,-3.030026913
59076,NBN,Trust,Independent,Visible,TRUE,Ferneham Health Limited,Gull Coppice,Yew Tree Drive,Whiteley,Fareham,Hampshire,PO15 7LS,50.88123322,-1.257947087
59078,NBO,Trust,Independent,Visible,FALSE,Turnpike Medical Ltd,Toll Bar House,Halfpenny Lane,,Louth,Lincolnshire,LN11 9QT,53.35653305,-1.82E-02
59081,NBW,Trust,Independent,Visible,FALSE,Lambeth Community Diabetes Service,Crown Dale Medical Centre,61 Crown Dale,,London,Greater London,SE19 3NY,51.42272949,-9.85E-02
59083,NBX,Trust,Independent,Visible,FALSE,Cardiocom (Uk) Limited,Building 3,,,,,,,
59085,NBY,Trust,Independent,Visible,FALSE,Cambs & Peterborough Services,City Care Centre,Thorpe Road,,Peterborough,Cambridgeshire,PE3 6DB,52.57433319,-0.258805513
59087,NCA,Trust,Independent,Visible,FALSE,Mk Gp Physiotherapy (B.J. Wetherell Ltd),Tudor House,,,,,,,
59094,NCB,Trust,Independent,Visible,FALSE,Lincoln Chiropractic Clinic,Cabourne Avenue Health Care Complex,Cabourne Court,,Lincoln,Lincolnshire,LN2 2JP,53.2474823,-0.523861408
59097,NJK,Trust,Independent,Visible,FALSE,G Hill Ltd,Cornmill Nursing Home,Bonds Lane,Garstang,Preston,Lancashire,PR3 1RA,53.89788818,-2.773241758
59099,NJL,Trust,Independent,Visible,FALSE,Non Invasive Cardiology Services Ltd,29 Stag Lane,Chorleywood,,Rickmansworth,Hertfordshire,WD3 5HP,51.6465683,-0.524756551
59101,NJM,Trust,Independent,Visible,FALSE,Philip Mcgucken Ltd,28 Bowden Close,Culcheth,,Warrington,Cheshire,WA3 4LG,53.45669556,-2.520354271
59103,NJN,Trust,Independent,Visible,FALSE,Healthcare Location Ltd,6 Glinton Road,Helpston,,Peterborough,Cambridgeshire,PE6 7DQ,52.6358757,-0.337790072
59105,NJP,Trust,Independent,Visible,FALSE,Perfect Care Ltd,10-12 High Street,,,Spennymoor,County Durham,DL16 6DB,54.69880295,-1.60179019
59107,NJQ,Trust,Independent,Visible,FALSE,Physiotherapy Matters Limited,Arden House,Regent Centre,Gosforth,Newcastle Upon Tyne,Tyne And Wear,NE3 3LU,55.01206589,-1.625246048
59114,NDT,Trust,Independent,Visible,FALSE,West Midlands Diagnostic Services Ltd,Equipoint 5Th Floor,1506-1508 Coventry Road,Yardley,Birmingham,West Midlands,B25 8AD,52.46250916,-1.815919161
59116,NDU,Trust,Independent,Visible,FALSE,Wardour Group Limited,2Nd Floor,8 Charterhouse Buildings,Goswell Road,London,Greater London,EC1M 7AN,51.52296066,-9.84E-02
59118,NDV,Trust,Independent,Visible,FALSE,Body Balance,153 Oldchurch Road,,,Romford,Essex,RM7 0BD,51.5701561,0.177183494
59122,NDW,Trust,Independent,Visible,TRUE,Ripplez Cic,Revive Healthy Living Centre,Roe Farm Lane,,Derby,Derbyshire,DE21 6ET,52.93056488,-1.448289871
59124,NDX,Trust,Independent,Visible,FALSE,Dr Monk Ltd,Brewers Cottage,35 London Road,Copford,Colchester,Essex,CO6 1LG,51.88050842,0.803543448
59134,NED,Trust,Independent,Visible,FALSE,Edics,Novellus Court,61 South Street,,Epsom,Surrey,KT18 7PX,51.33074951,-0.269948393
59145,NEE,Trust,Independent,Visible,FALSE,The Village Surgery,25 Old Market Street,Blackley,,Manchester,Greater Manchester,M9 8DX,53.52275848,-2.220629215
59147,NEF,Trust,Independent,Visible,FALSE,Peninsula Ultrasound Limited,18 Lemon Street,,,Truro,Cornwall,TR1 2LS,50.26179123,-5.051729202
59160,NEL,Trust,Independent,Visible,FALSE,Boots Hearingcare Ltd,3 Charing Cross,,,Birkenhead,Merseyside,CH41 6EJ,53.38922882,-3.030857325
59167,NEM,Trust,Independent,Visible,TRUE,Diagnostic Healthcare Ltd,Mansion House,3 Bridgewater Embankment,Manchester Road,Altrincham,Cheshire,WA14 4RW,53.39787674,-2.353002548
59173,NEN,Trust,Independent,Visible,FALSE,Serco Ltd,Serco House,16 Bartley Wood Business Park,Bartley Way,Hook,Hampshire,RG27 9UY,51.27985382,-0.949366033
59177,NET,Trust,Independent,Visible,FALSE,M & M (Chemists) Ltd,172-174 Newgate Street,,,Bishop Auckland,County Durham,DL14 7EJ,54.65916061,-1.676195979
59181,NEU,Trust,Independent,Visible,FALSE,Susan Showell-Westrip - Psychological Therapist,Highbank,Station Road,,Much Hadham,Hertfordshire,SG10 6AX,51.84343338,6.69E-02
59183,NEV,Trust,Independent,Visible,FALSE,Dixon And Hall Ltd,18 Edward Street,,,Stanley,County Durham,DH9 6EG,54.85204315,-1.668206215
59189,NEW,Trust,Independent,Visible,FALSE,M.D & A.G Burdon Ltd,21 Hermitage Gardens,,,Chester Le Street,County Durham,DH2 3UD,54.84457016,-1.586529016
59192,NFC,Trust,Independent,Visible,FALSE,The Outside Clinic,Old Town Court,10-14 High Street,,Swindon,Wiltshire,SN1 3EP,51.55185699,-1.774340153
59194,NFD,Trust,Independent,Visible,FALSE,Body Logic Physiotherapy,8 Staines Road,,,Twickenham,Middlesex,TW2 5AH,51.44424438,-0.346707135
59196,NFE,Trust,Independent,Visible,FALSE,Care Assure Northampton Ltd,Office 4B,,,,,,,
59198,NFF,Trust,Independent,Visible,FALSE,The Physiotherapy Centre Hq,96 London Road,Widley,,Waterlooville,Hampshire,PO7 5AB,50.8611412,-1.047237992
59200,NFG,Trust,Independent,Visible,FALSE,Mind Centre,90-92 Lothian Road,,,Middlesbrough,Cleveland,TS4 2QX,54.56636429,-1.224856496
59202,NFH,Trust,Independent,Visible,FALSE,Somerset Surgical Services Hq,Weston General Hospital,Grange Road,Uphill,Weston-Super-Mare,Avon,BS23 4TQ,51.32234192,-2.971384764
59204,NFI,Trust,Independent,Visible,FALSE,Deerness Park Medical Group,Suffolk Street,,,Sunderland,Tyne And Wear,SR2 8AD,54.89999771,-1.372795939
59207,NFM,Trust,Independent,Visible,FALSE,Great Glens Facility Ltd,151 Midland Road,,,Wellingborough,Northamptonshire,NN8 1NB,52.30097198,-0.684947491
59209,NFN,Trust,Independent,Visible,FALSE,Ambitions Personnel,45A Southgate,,,Sleaford,Lincolnshire,NG34 7SY,52.99777603,-0.409055442
59211,NFO,Trust,Independent,Visible,TRUE,Kleyn Healthcare,93 Bewsey Street,,,Warrington,Cheshire,WA2 7JQ,53.39233398,-2.596303701
59213,NFP,Trust,Independent,Visible,FALSE,Brighton & Hove Wellbeing Service,177 Preston Road,,,Brighton,East Sussex,BN1 6AG,50.83837891,-0.148279265
59215,NFQ,Trust,Independent,Visible,FALSE,Sg Radiology And Associates Limited,10 Boundary Drive,,,Wakefield,West Yorkshire,WF1 3QQ,53.69704819,-1.500600815
59217,NFR,Trust,Independent,Visible,FALSE,Stepping Stone Care Homes,Phoenix House,218-220 Kettering Road,,Northampton,Northamptonshire,NN1 4BN,52.24629211,-0.882327676
59220,NFS,Trust,Independent,Visible,TRUE,New Forest Clinics Ltd,New Forest Physiotherapy Southampton,Gang Warily Recreation Centre,Newlands Road,Fawley,Hampshire,SO45 1GA,50.82426834,-1.372074485
59223,NGD,Trust,Independent,Visible,FALSE,Oxted Health Centre,10 Gresham Road,,,Oxted,Surrey,RH8 0BQ,51.25758743,2.69E-04
59226,NGE,Trust,Independent,Visible,FALSE,South Essex Emergency Doctors Service,The John Tallack Centre,Thurrock Community Hospital,Long Lane,Grays,Essex,RM16 2PX,51.4960289,0.336323112
59228,NGF,Trust,Independent,Visible,FALSE,Coggeshall And Colchester Chiropratic Hq,128 Tilkey Road,Coggeshall,,Colchester,Essex,CO6 1QN,51.87924194,0.68327868
59230,NGG,Trust,Independent,Visible,FALSE,188 Hq,188 Main Road,Duston,,Northampton,Northamptonshire,NN5 6RE,52.25117874,-0.950776219
59232,NGH,Trust,Independent,Visible,TRUE,Amplifon Hq,Ultravox House,Styal Road,,Manchester,Greater Manchester,M22 5WY,53.36476517,-2.240338564
59234,NGJ,Trust,Independent,Visible,FALSE,Loughborough Physiotherapy And Sports Injuries Clinic Ltd,51 Forest Road,,,Loughborough,Leicestershire,LE11 3NW,52.76605225,-1.213195324
59236,NGK,Trust,Independent,Visible,FALSE,Tlc Medical Centre Llp,4-6 Greenside,,,Pudsey,West Yorkshire,LS28 8PU,53.79101563,-1.67140758
59239,NGQ,Trust,Independent,Visible,FALSE,The Pinnacle Practice,6 Oxford Street,The Park,,Nottingham,Nottinghamshire,NG1 5BH,52.95349121,-1.157672167
59241,NGR,Trust,Independent,Visible,FALSE,The Counselling Foundation,1 College Yard,Lower Dagnall Street,,St. Albans,Hertfordshire,AL3 4PA,51.75268173,-0.341915548
59243,NGT,Trust,Independent,Visible,FALSE,Centre For Sight Limited,Hazelden Place,,,East Grinstead,West Sussex,RH19 4RH,51.11213684,-3.72E-02
59245,NGV,Trust,Independent,Visible,FALSE,Closer Healthcare Ltd,Norwood House,Norwood,,Beverley,North Humberside,HU17 9ET,53.84555054,-0.430913329
59253,NGW,Trust,Independent,Visible,FALSE,Watford & Herts Counselling Llp,87 Mildred Avenue,,,Watford,Hertfordshire,WD18 7DU,51.65389252,-0.41189158
59254,NHD,Trust,Independent,Visible,FALSE,South Yorkshire Diagnostics Limited,Malcolm Jones & Co,West Hill House,,,,,,
59257,NHE,Trust,Independent,Visible,FALSE,Vanguard Group Ltd,Unit 1411,,,,,,,
59259,NHF,Trust,Independent,Visible,FALSE,Rainham Physiotherapy Centre,7 Maidstone Road,Rainham,,Gillingham,Kent,ME8 0DH,51.36413193,0.602205575
59261,NHG,Trust,Independent,Visible,FALSE,Vanscan Ltd Hq,The Consulting Rooms,81 Friar Gate,,Derby,Derbyshire,DE1 1FL,52.92431641,-1.487608433
59263,NHH,Trust,Independent,Visible,FALSE,An Apple A Day Limited Hq,22A West Cliff Road,,,Dawlish,Devon,EX7 9DY,50.5791893,-3.47369957
59265,NHJ,Trust,Independent,Visible,FALSE,Judith Handley Physiotherapy Services,Chacewater Health Centre,Chacewater,,Truro,Cornwall,TR4 8QS,50.25592422,-5.155775547
59267,NHK,Trust,Independent,Visible,FALSE,Robin Newell Osteopath,39B High Street,Hampton Hill,,Hampton,Middlesex,TW12 1NB,51.42358017,-0.358686507
59271,NHR,Trust,Independent,Visible,FALSE,North Cornwall Physiotherapy,3B Fore Street,,,Camelford,Cornwall,PL32 9PG,50.62142563,-4.679625511
59274,NHT,Trust,Independent,Visible,FALSE,Concordia Community Outpatients Ltd,Unit 10.1.1,The Leather Market,11-13 Weston Street,London,Greater London,SE1 3ER,51.49994278,-0.08489266
59290,NHY,Trust,Independent,Visible,FALSE,Gateshead Community Based Care Ltd,10 Bewick Road,,,Gateshead,Tyne And Wear,NE8 4DP,54.9564209,-1.60185647
59294,NJA,Trust,Independent,Visible,FALSE,Beacon Primary Care,Sandy Lane Health Centre,Sandy Lane,,Skelmersdale,Lancashire,WN8 8LQ,53.54962158,-2.806828022
59296,NJC,Trust,Independent,Visible,FALSE,North East Podiatry,9 Western Hill,,,Sunderland,Tyne And Wear,SR2 7PH,54.90216064,-1.397199154
59298,NJD,Trust,Independent,Visible,FALSE,Preston Primary Care Centre Ltd,C/O Dodd & Co Clint Mill,Cornmarket,,Penrith,Cumbria,CA11 7HW,54.66405869,-2.754008532
59300,NJE,Trust,Independent,Visible,FALSE,Adhd North West,Trinity Community Centre,Middle Street,,Lancaster,Lancashire,LA1 1JZ,54.04715729,-2.802494287
59302,NJF,Trust,Independent,Visible,FALSE,Penny Brohn Cancer Care,Chapel Pill Lane,Pill,,Bristol,Avon,BS20 0HH,51.47829437,-2.674131155
59304,NJG,Trust,Independent,Visible,FALSE,Alliance Psychology Services Ltd,24 Yarm Road,,,Stockton-On-Tees,Cleveland,TS18 3NA,54.56017303,-1.322814107
59306,NJH,Trust,Independent,Visible,FALSE,Future Directions C.I.C,Marle House,Oldham Broadway Business Park,Chadderton,Oldham,Lancashire,OL9 9XA,53.53207016,-2.169006348
59312,NAN,Trust,Independent,Visible,TRUE,Enfield Health Partnership Limited,The BMI Cavell Hospital,1st Floor,,,,,,
59315,NAO,Trust,Independent,Visible,FALSE,A&Z Wounds Limited,145-157 St. John Street,,,London,Greater London,EC1V 4PW,51.52334595,-0.10266538
59317,NAP,Trust,Independent,Visible,FALSE,John Hetherington (Aqp),29 Garths End,Pocklington,,York,North Yorkshire,YO42 2JB,53.93434906,-0.780005574
59321,NAQ,Trust,Independent,Visible,FALSE,Alec Ming,18 Aston Hall Drive,,,North Ferriby,North Humberside,HU14 3EB,53.72339249,-0.507927895
59322,NAG,Trust,Independent,Visible,TRUE,Kca (Uk),Pender House,Whitewall Road,Medway City Estate,Rochester,Kent,ME2 4EW,51.39656448,0.515269578
59332,NAH,Trust,Independent,Visible,FALSE,Matrix Health Services Uk Limited,Evolve Centre,Cygnet Way,,Houghton Le Spring,Tyne And Wear,DH4 5QY,54.83140945,-1.482409954
59335,NAI,Trust,Independent,Visible,FALSE,Peacocks Medical Group Ltd,Benfield Business Park,Benfield Road,,Newcastle Upon Tyne,Tyne And Wear,NE6 4NQ,54.98578644,-1.562858343
59337,NAJ,Trust,Independent,Visible,FALSE,East Riding Fertility Services Ltd,The Hull Ivf Unit,The Women & Children's Hospital,Hull Royal Infirmary,,,,,
59339,NCM,Trust,MentalHealth,Visible,TRUE,Six Degrees Social Enterprise Cic,Greenwood Business Centre,Southwood House,Regent Road,Salford,Greater Manchester,M5 4QH,53.47849655,-2.281467915
59341,NCN,Trust,Independent,Visible,TRUE,Dmc Community Outpatient Services,Daisy Business Park,Sylvan Grove,,London,,SE15 1PD,51.4813652,-5.81E-02
59351,NCS,Trust,Independent,Visible,FALSE,Nhs Property Services Limited,Skipton House,80 London Road,,London,Greater London,SE1 6LH,51.49631882,-0.100733683
59353,NCT,Trust,Independent,Visible,FALSE,Parkside Medical Centre,Whalley Drive,Bletchley,,Milton Keynes,Buckinghamshire,MK3 6EN,51.9977417,-0.746958911
59357,NCU,Trust,Independent,Visible,FALSE,Abacus Physiotherapy Ltd,Freshney Green Primary Care Centre,Sorrel Road,,Grimsby,South Humberside,DN34 4GB,53.56442642,-0.112564303
59359,NCV,Trust,Independent,Visible,FALSE,Chec,The Medical Centre,High Street,Collingham,Newark,Nottinghamshire,NG23 7LB,53.14570618,-0.760110378
59375,NCQ,Trust,Independent,Visible,FALSE,Dolby Medical Home Respiratory Care Ltd,2Nd Floor,,,,,,,
59378,NDF,Trust,Independent,Visible,FALSE,Alpha Paramedic & Ambulance Service Ltd,Alpha House,Beehive Works,Beehive Lane,Chelmsford,Essex,CM2 9JY,51.72064209,0.488492996
59380,NDG,Trust,Independent,Visible,FALSE,Stahmis,Hertfordshire Clinic,Art School Yard,The Maltings,,,,,
59382,NDH,Trust,Independent,Visible,FALSE,Sj Helpline Services Cic,48 Durham Road,Wilpshire,,Blackburn,Lancashire,BB1 9NH,53.7926712,-2.475322247
59384,NDI,Trust,Independent,Visible,FALSE,Simon Bacon Ltd,20 The Avenue,Wivenhoe,,Colchester,Essex,CO7 9AH,51.86078262,0.960048079
59391,NCX,Trust,Independent,Visible,FALSE,Arnold Medical Centre,204 St. Annes Road,,,Blackpool,Lancashire,FY4 2EF,53.7896843,-3.037996531
59393,NCY,Trust,Independent,Visible,FALSE,Vh Doctors Ltd,The School House,50 Brook Green,,London,Greater London,W6 7RR,51.49557877,-0.215713292
59398,NDB,Trust,Independent,Visible,FALSE,Ultrasound Now Ltd,1St Floor,,,,,,,
59401,NL5,Trust,Independent,Visible,FALSE,The Injury Care Clinics Ltd,Carnac House,Carnac Court,Cams Hall Estate,Fareham,Hampshire,PO16 8UZ,50.84790421,-1.167281866
59403,NL6,Trust,Independent,Visible,FALSE,Fraterdrive Ltd,45 Queen Street,,,Wolverhampton,West Midlands,WV1 3BJ,52.58565903,-2.12377429
59419,NKD,Trust,Independent,Visible,FALSE,Insight Team,The Zone,14-16 Union Street,,Plymouth,Devon,PL1 2SR,50.37012863,-4.147432327
